טוב יאללה וואלה רם אתה יודע מה אני לוקח מהשיעורים האלה מצב לילה באמת משה שלמדתי
0:088 שניותב שמח שאתה מקבל ערך זה מה שלקחת משהו מצב לילה מצב לילה בוא אני אעביר לך בפרצי ת
0:1616 שניותמצב זה טוב יאללה בלי התראות מי התכונן
0:2525 שניותלמבחן ברכבת בדרך לפה ברכבת בדרך בזום הדמיוני איתי ביחד אני
0:3434 שניותש אני עשיתי אצלי היקום יגל עם היקום סנילי סידני אלי נכון
0:4343 שניותרם אני הקשבתי בשיעור
0:5050 שניותטוב אתם מרגישים מוכנים לא לא רוטם התכוננת חוץ מסידני
0:5656 שניותלי אז חבל ש הת בזום אתמול אני שומך על הבריאה
1:051 דקה, 5 שניותשי היתי צריך לבוא איתו להפלת ילדים ביורשים
2:50שתי דקות, 50 שניותמאוד מאוד דומה לדיסני אני יודע בגלל זה אבל יוצאים כבר כאילו כזה אנחנו מכירים מהמכירה ודיסני כזה מעניין אותי יותר
2:57שתי דקות, 57 שניותללמוד את היוצר שופד כ א אולי אולי אפילו נספיק היום גם דיסני זה
3:043 דקות, 4 שניותפשוט זה כמו מסע בין המדות סתם מסע בין המדות זה ודע אולי אפילו נספיק היום את
3:103 דקות, 10 שניותדיסני כי דיסני החברה החברה שלי בפרקט שנר עשינו את ההדגמה אז בוא נר בוא נראה היום
3:183 דקות, 18 שניותלפי הזמנים אם לא מקסימום בסמינר קליניקה אז נוכל לעשות גם דיסני שהולך להיות
3:253 דקות, 25 שניותבקרוב א אלן אלן אז אנחנו הולכים לעבור על הטכניקות האלה רגע לפני שנתחיל האם יש לכם
3:353 דקות, 35 שניותשאלות האם יש לכם שיתופים משהו שאתם רוצים להגיד התודות של כולם פה כן יש רק להגיד
3:443 דקות, 44 שניותתודה על התגולל בסום היה באמת מצוין וואלה באמת היה מטורף
3:523 דקות, 52 שניותהזול צת אותנו כן קיצר
4:014 דקות, 1 שניהקיצר יאללה אנחנו הולכים עכשיו להתחיל את הטכניקות אני רגע חוזר איתכם על כל
4:084 דקות, 8 שניותהטכניקות שלמדנו במסטר אוקיי כל הטכניקות שלמדנו במסטר מי
4:174 דקות, 17 שניותזוכר נכון היה לנו טרסי היה לנו סוויש שרבת
4:274 דקות, 27 שניותמטרה מדולי מידול שור ינה מידול אפשר ין בעיה
4:354 דקות, 35 שניותאסטרטגיה שחרור טינה שיבוש שיבוש אסטרטגיה חסרה לי אחת מאוד מאוד טובה ציר זמן דקנס
4:444 דקות, 44 שניותסז ציר זמן ציר זמן למדנו בני לא זוכר ציר זמן אני זוכר מה הפרקטי ציר זמן עשינו
4:504 דקות, 50 שניותאותו גם הפרקטי שנר וגם פה דיקנס בוא נראה היה לנו עוד משהו היה לנו חצי טכניקה שזה ערכים ערכים
5:005 דקותכן כל הדברים ה אוקיי זה חצי טכניקה אוקיי מציאה של ערכים והיום אנחנו הולכים לעשות
5:075 דקות, 7 שניותגם את עוד שני אלה אוקיי אם רגע נחשוב גם על הטכניקות מהפרקט שנר אוקיי מה הטכניקות
5:135 דקות, 13 שניותמהפרקט שנר מסע בן המ אוקיי יש לנו מסע בין המדות אה זה שמחליפים משהו
5:215 דקות, 21 שניותבמשהו מפה קרוס צ
5:285 דקות, 28 שניותמדד מה עוד אה סומים הטכניקה או שלא שישה שלבים סומים זה כלי לתוך כדי
5:385 דקות, 38 שניותמפגשים נכון דיסני זה ה עם החברה שהיו איתי בערב אנחנו נעשה גם את ההשלמה למי
5:445 דקות, 44 שניותשהיה עם עידן מה עוד מסע בין עמדות מפה קרוס סקפ י דיסני ציר זמן נכון עשינו
5:535 דקות, 53 שניותפה והיה לנו היה לנו אוגנים אוגנים והרמת אוגנים
6:006 דקותן ז רק לשיעור שלנו נראה לי היה עוגנים היה
6:066 דקות, 6 שניותלנו עוגנים אז מה עדן אעביר אני כועס עליו הה לנו היה לנו אוגנים הרמת אוגנים לא היה
6:146 דקות, 14 שניותלנו הה לנו אז אני כועס על עדן לא היה לנו העוגנים אבל מה זה הרמת הוגנים לא הרמת העוגנים זה זה פשוט טוב זה ע זה שאתה עושה
6:236 דקות, 23 שניותצנועה שהיא מזכירה לך משהו מסוים זה ליצור על אותו מקום כמה אירועים למשל לנו אבל היה לנו עוגן אחד אז נכנס על עידן אחר כך
6:326 דקות, 32 שניותאני אכנס עליו א אנחנו גם נעשה נעשה את ההשלמות א בטו
6:406 דקות, 40 שניותבטוח יש עוד בעוגנים יש אה ברמת הטכניקות כ נכון הט שר שניה
6:486 דקות, 48 שניותאני זהו זה המסע בין המדות מאפה קרוסי ספ דיסני ההוגנים והרמה בוא נראה אם היה עוד משהו היה פור
6:576 דקות, 57 שניותהיה מסע במדות מטה מודל א נו מה קור לזה ס פובי כן דעם גנזי פיס פוביה כן זה עם גנזי
7:087 דקות, 8 שניותזום הס בסטי זה טכניקה לא זה הכל זה יותר
7:147 דקות, 14 שניותאוגנים זהו אוקיי תשימו לב כמה כלים אתם יכולים להשתמש יש לכם 1 2 3 4 5 6 7 8 9
7:247 דקות, 24 שניות10 11 12 13 14 15 והיום עוד שתיים יהיה
7:297 דקות, 29 שניותלכם 17 17 כלים 17 טכניקות שתוכלו להשתמש בהם אנחנו בסמינר קליניקה כמובן אנחנו
7:397 דקות, 39 שניותנתחיל להראות איך אפשר לשלב בין טכניקות איך אפשר ליצור יותר תהליך שהוא תוך כדי
7:467 דקות, 46 שניותהמפגש אבל חשוב לי שכל אחד מכם ידע את הטכניקות האלה ברמה באמת באמת טובה כל אחת
7:547 דקות, 54 שניותמהטכניקות האלה אני באמת אומר לכם מניסיון היא עובדת והיא טובה והיא נפלאה ואפשר לעשות עם זה כאן הרבה מאוד דברים
8:028 דקות, שתי שניותנהדרים סמנר בשיעור הקודם אמרנו שאנחנו נעשה סמינר קליניקה עוד חודש קליניקה שיותר א
8:128 דקות, 12 שניותאיך אנחנו עובדים על הטכניקות ואיך אנחנו מי שרוצה באמת לקחת את זה יותר לפן אימוני טיפוליו חודש עוד פלוס מינוס חודש בדובאי
8:208 דקות, 20 שניותאז א אז בזום בזום מדובאי א יש תעריך
8:298 דקות, 29 שניותלא עכשיו היום אנחנו נפרסם כנראה סרית כבר תשלח בקבוצה אנחנו נרצה לוודא שיש לנו את המקום טוב אז עכשיו אנחנו הולכים לעבור על
8:398 דקות, 39 שניותשתי הטכניקות הנותרות ולכן קבלו במחיאות כפיים את עמית
8:488 דקות, 48 שניותבצר מגיע מגיע עד שהוא מגיע עד שהוא מגיע עד שהוא מגיע עד שהוא מגיע עד שהוא
8:568 דקות, 56 שניותמגיע עד שהוא מגיע אתה יכול למחוק את הלוח
9:039 דקות, 3 שניותהזה ואתה גם יכול להשתמש
9:079 דקות, 7 שניות[מחיאות כפיים]
9:119 דקות, 11 שניותב הנה יש לך גם פה פליפ צ'אט אם אתה צריך לא
9:259 דקות, 25 שניותסימתי טוב מה קורה מה הולך וואו מה קורה אמ וואלה זה נחמד להיות פה טוב עכשיו
9:359 דקות, 35 שניותאנחנו נעבור על טכניקה שקוראים לה מחולל ההתנהגויות וכמו בשם זה עובר ע על הרמה הלוגית של התנהגות עכשיו מה שטוב בטכניקה
9:449 דקות, 44 שניותומה שאני אוהב אותה שהרבה פעמים אנשים גם שבואו לתהליך או גם אנחנו הרבה פעמים נגיד לעצמנו רגע אני לא יודע איך אני אמור להתנהג אני לא יודע איך זה אמור להראות
9:529 דקות, 52 שניותאני לא יודע מה אני צריך לעשות והטכניקה הזאת היא מה שטוב בה כי המוח שלנו הוא מכליל מהפרט לכלל מה זה אומר בוא ניקח ל
10:0210 דקות, שתי שניותוא אני מתרגש קצת בסדר ד לעצמי וזה נגיד על התחום שלך תוכן אתה הולך להוציא לא אחי הכל טוב מחו כן אז נגיד מהתחום שלך
10:1110 דקות, 11 שניותדייטינג אני ניגש למי שעשיתי את זה בחוסר ביטחון המוח מחליט בום אני חסר ביטחון לא נעשה את זה לעולם בצורה השנייה אם המוח
10:1910 דקות, 19 שניותפעם אחת רא שכן ניגשתי לביטחון או בהתנהגות שאני רוצה אז הוא מכליל מהפרט לכלל ובטכניקה הזאתי אנחנו
10:2810 דקות, 28 שניותבעצם מראים לבן אדם או נותנים לו איזשהיא אופציה לראות איך הוא כן רוצה להתנהג ובעצם לצרוב את זה בתת מודה ולהכליל מהפרט
10:3810 דקות, 38 שניותלכלל ברגע שאנחנו מזהים מה ההתנהגות שהיא לא אפקטיבית מה ההתנהגות שהוא לא רוצה להתנהג או לפעול דרכה ואנחנו מתשאלים
10:4610 דקות, 46 שניותכמובן מט המודל ואנחנו מבינים מה ההתנהגות שהוא כן רוצה וזו הטכניקה הזאתי וזה אחלה הנחייה אחלה טכניקה שאפשר אני לפעמים עושה
10:5510 דקות, 55 שניותאותה כי פשוט אני רוצה נגיד אני מזהה אמונה אני נגיד אני לא מאמין שאני יכול לגש לבחורה משנה את האמונה ואני אומר יאללה בוא נעשה גם מחולל כדי להוסיף לו
11:0411 דקות, 4 שניותעוד משהו כדי שהוא ייראה ויבין וצרוב איך הוא רוצה להתנהג ואיך הוא רוצה לראות את זה אז הטכניקה הזאתי אני אראה אותה בכמה
11:1111 דקות, 11 שניותשלבים תראה שאני מדויק כי ככה לא עשיתי את זה הרבה זמן אמ וזהו נראה את זה ואם יש שאלות ודברים א אניה פה אז מה שאנחנו
11:2111 דקות, 21 שניותעושים אנחנו מזהים הבן אדם מה התנהגות האפקטיבית שהוא לא רוצה להתנהג דרכה נחנו מזהים בהתנהגות דפקטיבי ד אפקטיבית כאילו
11:2911 דקות, 29 שניותלא גרועה זזת אנחנו מזהים מה ההתנהגות הפקטיבי
11:3411 דקות, 34 שניותו זה כאילו השלב הראשון כן בסדר לפי שלבים אחד אנחנו מזהים ההתנהגות הפקטיבי שהבן
11:4311 דקות, 43 שניותאדם לא רוצה להתנהג ואז אנחנו איך אני אשד איך אני אסביר יותר כיף ב להדגים את זה אבל תעשה גם הדגמה עוד מ אחרי זה א אז
11:5211 דקות, 52 שניותאנחנו מזהים מההתנהגות אפקטיבית ואז אנחנו מבקשים ממנו להבין אם הוא מזהה מההתנהגות ברגע שהוא מזהה מהתנהגות אנחנו בעצם רוצים
11:5911 דקות, 59 שניותלהבין איתו מי האדם שהיה יכול להתנהג בהתנהגות הרצויה כי הרבה פעמים אולי הוא לא ירצה הוא לא ידע לא מכיר לא חווה לא
12:0812 דקות, 8 שניותעשה אנחנו נשאל אותו מי האדם אנחנו נבקש בטכניקה כאילו בא לי להראות את זה אני לא יודע איך זה יהיה אפשר להביא אפילו מישהו אתה רוצה יאללה מי
12:1712 דקות, 17 שניותמתנדב נו
12:2012 דקות, 20 שניות[מחיאות כפיים]
12:2412 דקות, 24 שניותל בהתנהגות הזאת קח נשמה עמוקה כמובן רגיש בנוח אני
12:3212 דקות, 32 שניותמרגיש בנוח אבל יודע איזה התנהגות אפקטיבית אם אין לך אז כיש לך קפצ כזה כן לקום בבוקר קלאסי איך אתה קם כאילו מה
12:4112 דקות, 41 שניותהתנהגות מה קורה עכשיו יש ימים שאני קם אני מכבה אתיש אוקיי יש ימים שאני מצליח
12:4812 דקות, 48 שניותלקום בבוקר כמו שצריך יש ימים שאני מתמסמס במיטה כזה ולא קם אז בימים שאני לא קם זה
12:5512 דקות, 55 שניותקם מכבה את השעון לפעמים אפילו קם ח צח שיניים שטף פנים ואז אני אומר וואי קר לי
13:0213 דקות, שתי שניותאולי אני אחזור טיפה טיפה למיטה כי נוח שם אז אני חוזר למיטה נרדם ולא שם לב מתי ואז
13:0913 דקות, 9 שניותאני קם ב-1 קורה לי יש ימים ויש ימים שאני קם בבוקר כמו היום נגיד קם רואה את השעון
13:1613 דקות, 16 שניותשם סנוז של איזה חמש דקות וקם אחרי חמש דקות אוקיי והיית רוצה א לשנתי את
13:2313 דקות, 23 שניותההתנהגות הזאתי שלא לקום בבוקר ברור מה ש שקום בצורה יותר אפקטיבית כן בטח אוקיי
13:3313 דקות, 33 שניותסבבה אוקיי מה קורה זה כח רגע נשימה עמוקה וזה אמור להיות גם בעמידה דרך אגב בסדר זה
13:4213 דקות, 42 שניותאמור להות בעמידה א ככה נשימה עמוקה רצה רגע ש רגע תיקח לך איזשהיא סיטואציה ותדמיינו בדמיון אתהה יכול אפילו לעצום
13:5013 דקות, 50 שניותעיניים לפתוח עיניים איך שאתה רוצה בדמיון איך איך נראית ההתנהגות ה הדפקט דפקטיבי מה שקורה עכשיו איזשהי סיטואציה אחת מה שת
13:5813 דקות, 58 שניותדימן תרא אותה ממש תראה את הוזיאל רגע שנייה אני מציף את
14:0614 דקות, 6 שניותזה יש לי יש אתה מצליח לזהות את ההתנהגות הדפקט בית את ההתנהגות של הייתה רוצה להתנהג
14:1514 דקות, 15 שניותדרכה כן שלא לקום בבוקר עכשיו מה שאני רוצה זה שתיקח נשימה עמוקה וקח צעד אחורה
14:2214 דקות, 22 שניותותשאיר את הוזיאל בסיטואציה בדיוק תשאיר את אוזיל תראה את הוזיאל ומה שאני רוצה שתשים אתזה בן אדם שתשים אותו במקום הוזיל
14:3214 דקות, 32 שניותשיכול להתנהג בצורה יותר אפקטיבית ונכונה יכול להיות כל בן אדם שאתה רק רוצה יש לי יש עכשיו מה שני רוצה שתשים
14:4114 דקות, 41 שניותאותו במקום הוזיאל ותראה איך הוא מתנהג באותה סיטואציה אחרת צרך לראות את זה אוקיי יש לך איזשהי
14:5114 דקות, 51 שניותהתנגדות לפעול ככה לא אוקיי מה שאני רוה
15:0015 דקותאני אומר לעצמי הוא יותר חזק מנטלית יש לו ילדים וזה אז ברור ש אוקיי אז אולי תבחר איזשהו מישהו שיותר אולי קרוב אליך או
15:0915 דקות, 9 שניותמישהו שיותר תואם למה שאתה תשים אותו במקומך זה אחי דמיינתי את אחי כאילו יש ילדים וזה אז כאילו אני יודע שאם הוא קם
15:1815 דקות, 18 שניותאז כאילו גם אם הוא גמור הוא חייב לקום אוקיי וזה וזה טוב לך ההתנהגות הזאתי יש לך איזשהי התנגדות לפול ככה מעולה אוקי
15:2515 דקות, 25 שניותרוצה שתראה את זה רגע שוב פעם מה שתראה איך הוא פועל מה קורה שם בסיטואציה יש ליזה יופי עכשיו מה שאני
15:3315 דקות, 33 שניותרוצה זה תשים שם מוזי ותראה איך הוא פועל בדיוק באותו אופן יש לי בוק יש לך איזשהי התנגדות
15:4315 דקות, 43 שניותלפעול ככה אולי קצת כזה ממש נגיעה קטנה של כזה לא בא
15:5015 דקות, 50 שניותלי יש לך התנגדות לפול או ש ההתנהגות היא היא בעצם מוציא אמז יצה לי להתנהג באותה
15:5715 דקות, 57 שניותצורה גם אוקיי סבבה אז מה שאני רוצה ששוב פעם תראה את הוזיאל ותראה איך הוא פועל בדיוק כמו שאחי חפה א תשים את וזיל
16:0616 דקות, 6 שניותבסיטואציה הפעם
16:2216 דקות, 22 שניותרגע כוסה יש אוקיי יפה יש לך איזשהי התנגדות לפעול
16:3016 דקות, 30 שניותככה נו כרגע לא אוקיי מה שאני רוצה שעכשיו תראה עוד סיטואציה סיטואציה אחרת ותראה איך הוזיאל
16:3916 דקות, 39 שניותפועל בדיוק באותו אופן כן עכשיו עשיתי את זה כן אז כח עוד סיטואציה אחרת ותראה איך הוזיל פועל בדיוק
16:4816 דקות, 48 שניותבאותו אופן
16:5916 דקות, 59 שניותרגע כאילו סיטואציה אותה סיטואציה אבל בסיטואציה אחרת פשוט אותה התנהגות רק בסיטואציה
17:0717 דקות, 7 שניותאחרת יש לי יש לך איזשהי התנגדות לפעול ככה טיפה טיפה אוקיי עכשיו עכשיו אני אך
17:1617 דקות, 16 שניותרגע אליכם מה שקורה אני כל פעם בודק אם יש לו איזשהי התנגדות ומה שאני עושה אני אחזור לפעם שהוא בוחר את הבן אדם אולי לבחור בן אדם שיהיה לו פחות התנגדות לפעול
17:2617 דקות, 26 שניותבהתנהגות הזאתי זה בסדר אנחנו נחזור אותו שלב ואז נעשה את זה שוב פעם ונמשיך אז בוא נחש נחזור רגע ל לסיטואציה שבה יש לך
17:3517 דקות, 35 שניותאיזשהי התנגדות שהיא דפקטיבי שלא היית רוצה להתנהג דרקה אני רוצה רגע שתבחר בן אדם שאחי היית רוצה שאם הוא היה נמצא שם
17:4317 דקות, 43 שניותהיה מתנהג בצורה הכי טובה ונכונה לך בצורה הכי אפקטיבית כן הכי חד משמעית הכי חד משמעית כן יש אולי עוד בן אדם שהיית רוצה
17:5217 דקות, 52 שניותלהתנהג שהיה יכול להתנהג שם בצורה שהיא הכי טובה ונכונה לך הוא עושה את זה מושלם מושלם מעניין אוקיי עכשיו רוצה שתשים את
17:5917 דקות, 59 שניותאחיך איפה שהו זיל נמצא באותה סיטואציה ותראה איך הוא פועל
18:0818 דקות, 8 שניותשם אוקיי יפה עכשיו אני רוצה שתשים את וזיל במקום אחיך בתוך הסיטואציה תר אך
18:1518 דקות, 15 שניותאוזיל פועל בדיוק באותו אופן רגע
18:3618 דקות, 36 שניותיש אוקיי זה עכשיו תיקח עוד סיטואציה תראה איך אתה פועל ותראה איך אתה פועל שם מה הכוונה ותה התנהגות ותראה איך אתה פועל שם
18:4518 דקות, 45 שניותסיטואציה אחרת אבל את אותה התנהגות
18:5918 דקות, 59 שניותאוקיי מדהים יש לך איזשהי התנגדות לפעול ככה לא אוקיי מה שא רוצה עכשיו שתראה עוד
19:0619 דקות, 6 שניותשלוש כף אבל בסדר עכשיו מה שאני רוצה שתראה שלוש סיטואציות שונות ותראה איך אתה פועל בדיוק באותה התנהגות רק בשלוש
19:1419 דקות, 14 שניותסיטואציות שונות אתה מסיים תנן לי תגיד לי יפה
19:3519 דקות, 35 שניותקח אפילו עוד שתי סיטואציות ותראה איך את עכשיו לקחתי לסיטואציה ראשונה עכשיו אני בשנייה דוקה לך עוד אחת
19:4519 דקות, 45 שניותאפילו ורגע עכשיו אני
19:5419 דקות, 54 שניותבשלישית יש לי קח עד סיטואציה סיטואציה שונה אבל מותה התנהגות אין באה קח את הזמן
20:0020 דקותפץ ליעד דברים לראש קח את הזמן הכל בסדר א דברים שלא בא לי לעשות ואז אני עשה אותם
20:0620 דקות, 6 שניותבכל מקרה קום בבוקר ללכת לחדר כושר ולצלם סרטונים וך את הסיטואציה חרת עם אותה
20:2020 דקות, 20 שניותהתנהגות רג
20:3520 דקות, 35 שניותקח ליזר רגע
20:4620 דקות, 46 שניותלמצוב לא לא לי רביעי אוקיי בסדר עכשיו מה שאני רוצה זה שתראה תחווה את הסיטואציה
20:5320 דקות, 53 שניותמהעיניים שלך ממש תיכנס לסיטואציה תעבור את אותה סיטואציה וא אתה התנהגות מהעיניים
21:0021 דקותשלך חזור לפה אתכל לעשות צת אם זה עדר לך בטח תחווה את הסיטואציה מהעיניים שלך
21:1721 דקות, 17 שניותבדיוק יש לי אחד אחת רק אחת זה בס אה אוקיי יש לך איזה התנגדות לפעול ככה לא
21:2521 דקות, 25 שניותאוקיי מה אכלת בבוקר כלום כלום כלום עכשיו קצת קולה לא לא כן
21:3421 דקות, 34 שניותקולה אוקיי יפה אני רוצה עכשיו שתחשוב על סיטואציה מעבר ותראה אך איך אתה פועל שם אחרת
21:4121 דקות, 41 שניותבדו סיטואציה אפילו אותה סיטואציה ך אתה פועל שם אחרת אפילו שלח לסנו הת ציש בוא
21:5021 דקות, 50 שניותנ רגע
22:0722 דקות, 7 שניותאיך מה ראית איך פעלת א קמתי מהמיטה כאילו נגיד לקחתי את היום בבוקר שקמתי לחצתי על
22:1322 דקות, 13 שניותהסנוזלן ני קצת ואז כאילו חזרתי איזה פעמיים לישון כאילו בקטנה כזה וכן קמתי בסוף אבל במקום בפעם הראשונה קמתי מהמיטה
22:2222 דקות, 22 שניותהלכתי לזה כיביתי את השעון עשיתי ככה בעיניים כזה אה ופשוט פשוט פתחתי את הדלת
22:2922 דקות, 29 שניותשל החדר ויצאתי לשטוף פנים זה היה טוב לך זה טוב לך זה לא בהכרח כיף אבל כן זה זה
22:3522 דקות, 35 שניותזה מה שאתה רוצה כן אוקיי מדהים עכשיו מה שאני רוצה זה שתראה חמש סיטואציות ידיות
22:4222 דקות, 42 שניותחמש סיטואציות ידיות איך אתה איך אתה פועל אחרת בזכות ההתנהגות החדשה מה יש חמש סיטואציות שונות תראה איך הוזיאל פועל
22:5022 דקות, 50 שניותאחרת בזכות ההתנהגות החדשה ממה שתראה איך אתה פועל מה קורה בסביבה איך אתה מרגיש
22:5622 דקות, 56 שניותממה שתראה חמ סיטואציות ן לך את הזמן עכשיו זה הכללות לעתיד והוא מטמיע את
23:1323 דקות, 13 שניותזה תשי הדפים שלכם לא תהיה בשבילך
23:2123 דקות, 21 שניותבדיוק רגע
23:4523 דקות, 45 שניותרגע עוד שתיים מ שך הכל בסדר
24:0324 דקות, 3 שניותעוד
24:1424 דקות, 14 שניותאחד יש לי איך זה נראה א פשוט שמתי את הפלאפונים במקומות אחרים בחדר וכאילו כל
24:2324 דקות, 23 שניותפעם קמתי לחצתי על העצור פש שפתי את העיניים פתחתי את הדלת תפנים זה טוב זה
24:2924 דקות, 29 שניותהרגיש טוב א סיפוק זה נתן לי כן סיפוק זה טוב כי הסיפוק זה הערך עליון שלי ע הערכים זה טוב מצוין אז מה שהצלחת לראות עכשיו
24:3924 דקות, 39 שניותולחוות עכשיו זה איזשהו שינוי שקורה עכשיו לפעמים לוקח לנו זמן לראות ולחוות את זה שינוי קורה ברגע אבל לפעמים לוקח זמן
24:4724 דקות, 47 שניותלראות אותו במציאות תן זמן תהיה סקרן לשינוי החדש ותתקן אותנו איך יהיה ת אלוף הקבוצה
24:5524 דקות, 55 שניותבוא אכשיו אסביר את זה תכלס זה טכניקה יחסית פשוטה ונורא כיפית מה שאנחנו עושים אנחנו באמת
25:0425 דקות, 4 שניותזה מה שאנחנו עושים אנחנו מזהים את ההתנהגות הפקטיבי מה שהוא לא רוצה להתנהג ככה מה שלא טוב לו מה שיוצר לו בעיות
25:1125 דקות, 11 שניותבחיים ברגע שאנחנו מזהים את ההתנהגות אנחנו רוצים למצוא סיטואציה ספציפית כי
25:1825 דקות, 18 שניותהמוח מכליל מ הפרת לכלל יש סיטואציה סיטואציה
25:2525 דקות, 25 שניותספציפית ברגע שמצאנו סיטואציה ציפי של הבעייה אנחנו אומרים לו בדמיון זה נחמד בעמידה לקח אנחנו נותנים לו לראות את
25:3425 דקות, 34 שניותהסיטואציה מהעיניים שלו ואנחנו מבקשים מלו לקחת צעד אחורה ולהשאיר את עצמו שם ואנחנו אומרים לו תבחר בן אדם שהיה יכול להתנהג
25:4225 דקות, 42 שניותשם בצורה הכי אפקטיבית ונכונה לך בדמיון מי שאתה רוצה והוא בוחר אז לבחור בן אדם
25:5125 דקות, 51 שניותלבחור אדם בעצם להתנהגות אפקטיבית
25:5925 דקות, 59 שניותואז מה שאני אומר לו לראות את הסיטואציה כשהבן אדם מתנהג ולהבין ממנו נשה כוכבית
26:0626 דקות, 6 שניותאם יש תמיד אני שואל אם יש התנגדות רוצה להבין אם יש ל התנגדות כי אם הה שם איזשהו משהו ספק לא נוח ספק לא אבל נראה שזה ה
26:1326 דקות, 13 שניותפשוט לא נוח להבין אם יש התנגדות בעיקר כש רואה את הבן אדם חשוב לראות אם יש התנגדות אם אין מדים אנחנו ממשיכים אז בכוכבית
26:2126 דקות, 21 שניותקטנה לראות זה די תמיד יהיה אבל אני אכתוב לראות אם יש התנגדותן על זה רגע מילה גם למה זה באמת באמת חשוב כי בוא ניקח עכשיו
26:2926 דקות, 29 שניותאת דוגמה אני ארצה לעזור לגבר להתחיל עם אישה אוקיי ואז נתן הוא נתן לנו סיטואציה
26:3626 דקות, 36 שניותשבסיטואציה הזאת א הוא פעל מול מישהי לא בצורה שהיא רוצה השלב הראשון זה ההתנהגות
26:4326 דקות, 43 שניותהפקטיבי ואז אמרתי לו תבחר בן אדם שאתה רוצה להתנהג כמוהו אם הבן אדם שהוא
26:5126 דקות, 51 שניותבחר הוא לא בן אדם שהוא מעריך אותו והוא מתחיל עם נשים בדרך שהיא לא אקולוגית לו ברמה של הערכים
26:5826 דקות, 58 שניותהטכניקה הזאת באיזשהו שלב תיכנס למצב שהוא לא יוכל ליישם אותה ניתן רגע דוגמה ספציפית קצת יותר נניח אני בא להתחיל עם
27:0727 דקות, 7 שניותמישהי לא הולך לי טוב אני עושה את הטכניקה הזאת טכניקה נהדרת באמת אני יכול להגיד לכם טכניקה הזאת אפשר לעשות באמת על הכל
27:1327 דקות, 13 שניותכמעט ו אני בוחר עכשיו לקחת את בוא נגיד את אוזיל אוקיי ויכול להיות שאוזיל מתחיל
27:2227 דקות, 22 שניותעם נשים אבל איך שאוזיל מתחיל עם נשים זה דרך ש שלי אקולוגית לא טובה אוקיי איך
27:2827 דקות, 28 שניותשהוא עושה את זה לכן אמית שם דגש כאן על ההתנגדות שלוד אם יש לי התנגדות לפעול כמו
27:3527 דקות, 35 שניותהוזיל האם יש לי התנגדות בפן של אני אעשה את אותו הדבר הזה אם כן אז יהיה לי קצת יותר קשה לקבל את זה לכן הוא חיפש מישהו
27:4327 דקות, 43 שניותשיהיה לו יותר יותר קל להזדהות ולקבל את איך שהוא מתנהג ר זה ל דווקא שמכות זה קבוצת השווים מישה שאתה רואה אותו ש שווה
